"","participante","Já.realizou.alguma.pesquisa.sobre.simbolismo.sonoro.","Já.participou.de.algum.experimento.relacionado.a.dar.nomes.a.Pokémons.","nome","tipo","pokemon","transcript","mantem"
"657","pl2.17","Não","Não","baleinhanv","evil","bramix","bra-miS","sim"
"658","pl2.18","Não","Não","baleinhanv","evil","Peroby","pe-'ro-bi","sim"
"659","pl2.19","Não","Não","baleinhanv","evil","Ocean","o-'se-~a","nao"
"660","pl2.20","Não","Não","baleinhanv","evil","Clameon","kla-'me-~o","sim"
"661","pl2.21","Não","Não","baleinhanv","evil","Petrista","pe-'tris-ta","nao"
"662","pl2.22","Não","Não","baleinhanv","evil","Temaagu","te-ma-a-'gu","nao"
"663","pl2.23","Não","Não","baleinhanv","evil","Sekí","se-'ki","sim"
"664","pl2.24","Não","Não","baleinhanv","evil","Moby Dick","mo-bi 'di-ki","nao"
"665","pl2.25","Não","Não","baleinhanv","evil","Ulubastro","u-lu-'bas-tro","sim"
"666","pl2.26","Não","Não","baleinhanv","evil","Groxoson","gro-'So-z~o","sim"
"667","pl2.27","Não","Não","baleinhanv","evil","Tubavulca","tu-ba-'vuw-ka","nao"
"668","pl2.28","Não","Não","baleinhanv","evil","Lavimar","la-vi-'maR","sim"
"669","pl2.29","Não","Não","baleinhanv","evil","Mastrodix","mas-'tro-diS","sim"
"670","pl2.30","Não","Não","baleinhanv","evil","Xukhamar","Su-ka-'maR","nao"
"671","pl2.1","Não","Não","ferinhanv","evil","Sabretino","sa-bre-'ti-no","nao"
"672","pl2.2","Não","Não","ferinhanv","evil","Diego","di-'e-go","nao"
"673","pl2.3","Não","Não","ferinhanv","evil","trigre de gelo","tri-gre de 'Ze-lo","nao"
"674","pl2.4","Não","Não","ferinhanv","evil","Sabratus","sa-bra-'tus","sim"
"675","pl2.5","Não","Não","ferinhanv","evil","Saberglade","sa-beR-'gla-de","nao"
"676","pl2.6","Não","Não","ferinhanv","evil","Texus","te-'Sus","sim"
"677","pl2.7","Não","Não","ferinhanv","evil","Saibrer","saj-'breR","sim"
"678","pl2.8","Não","Não","ferinhanv","evil","Dentrineo","d~e-tri-'ne-o","sim"
"679","pl2.9","Não","Não","ferinhanv","evil","Flugo","flu-go","sim"
"680","pl2.10","Não","Não","ferinhanv","evil","Tirdug","tiR-'du-gi","nao"
"681","pl2.11","Não","Não","ferinhanv","evil","felideris","fe-li-de-'ris","sim"
"682","pl2.12","Não","Não","ferinhanv","evil","marfeu","maR-'few","sim"
"683","pl2.13","Não","Não","ferinhanv","evil","Sebres","se-bres","sim"
"684","pl2.14","Não","Não","ferinhanv","evil","Vioxy","vi-'o-Si","sim"
"685","pl2.15","Não","Não","ferinhanv","evil","Glarix","gla-riS","sim"
"686","pl2.16","Não","Não","ferinhanv","evil","Buntoxi","b~u-to-'Si","sim"
"687","pl2.17","Não","Não","ferinhanv","evil","daimon","daj-m~o","nao"
"688","pl2.18","Não","Não","ferinhanv","evil","Febose","fe-'bo-ze","sim"
"689","pl2.19","Não","Não","ferinhanv","evil","Guz","gus","sim"
"690","pl2.20","Não","Não","ferinhanv","evil","Fangnir","f~a-gi-'niR","nao"
"691","pl2.21","Não","Não","ferinhanv","evil","Quartzoide","kwaR-ti-'zoj-de","nao"
"692","pl2.22","Não","Não","ferinhanv","evil","Gabrindimar","ga-br~i-di-'maR","sim"
"693","pl2.23","Não","Não","ferinhanv","evil","Linho","li-No","nao"
"694","pl2.24","Não","Não","ferinhanv","evil","Diego Dumond","di-'e-go du-'m~o-di","nao"
"695","pl2.25","Não","Não","ferinhanv","evil","Zarpéto","zaR-'pe-to","sim"
"696","pl2.26","Não","Não","ferinhanv","evil","Igdrazio","i-gi-dra-'zio","nao"
"697","pl2.27","Não","Não","ferinhanv","evil","Tigristral","ti-gris-'traw","nao"
"698","pl2.28","Não","Não","ferinhanv","evil","Grazene","gra-'ze-ne","sim"
"699","pl2.29","Não","Não","ferinhanv","evil","Umnivor","~u-ni-'voR","nao"
"700","pl2.30","Não","Não","ferinhanv","evil","Zenegat","ze-ne-'ga-ti","nao"
"701","pl2.1","Não","Não","lilasinhov","voador","Burteblue","buR-te-'blu-e","nao"
"702","pl2.2","Não","Não","lilasinhov","voador","Shayene","Saje-ne","nao"
"703","pl2.3","Não","Não","lilasinhov","voador","shayene","Saje-ne","nao"
"704","pl2.4","Não","Não","lilasinhov","voador","Banfli","b~a-'fli","sim"
"705","pl2.5","Não","Não","lilasinhov","voador","Faryflay","fa-riflaj","nao"
"706","pl2.6","Não","Não","lilasinhov","voador","Flybtt","flibi-ti","nao"
"707","pl2.7","Não","Não","lilasinhov","voador","Bioflaier","bi-o-flaj-'eR","nao"
"708","pl2.8","Não","Não","lilasinhov","voador","Vespoleta","ves-po-'le-ta","nao"
"709","pl2.9","Não","Não","lilasinhov","voador","Blast","blas-ti","nao"
"710","pl2.10","Não","Não","lilasinhov","voador","Antflyon","'~a-ti-fli~o","nao"
"711","pl2.11","Não","Não","lilasinhov","voador","butterfly shine","bu-'teR-fli 'Si-ne","nao"
"712","pl2.12","Não","Não","lilasinhov","voador","floque","flo-ke","sim"
"713","pl2.13","Não","Não","lilasinhov","voador","Viseris","vi-ze-'ris","sim"
"714","pl2.14","Não","Não","lilasinhov","voador","Purplefly","puR-'ple-fli","nao"
"715","pl2.15","Não","Não","lilasinhov","voador","Primekyo","pri-'me-kio","sim"
"716","pl2.16","Não","Não","lilasinhov","voador","Vilumbria","vi-l~u-'bria","sim"
"717","pl2.17","Não","Não","lilasinhov","voador","tiriri","ti-ri-'ri","sim"
"718","pl2.18","Não","Não","lilasinhov","voador","Arniti","aR-ni-'ti","sim"
"719","pl2.19","Não","Não","lilasinhov","voador","But white","bu-ti 'wi-te","nao"
"720","pl2.20","Não","Não","lilasinhov","voador","Faerium","fa-e-ri-'~u","sim"
"721","pl2.21","Não","Não","lilasinhov","voador","Lisliz","lis-'lis","sim"
"722","pl2.22","Não","Não","lilasinhov","voador","Gogololou","go-go-lo-'low","sim"
"723","pl2.23","Não","Não","lilasinhov","voador","Pozo","po-zo","sim"
"724","pl2.24","Não","Não","lilasinhov","voador","Butterblue","bu-teR-'blu-e","nao"
"725","pl2.25","Não","Não","lilasinhov","voador","Íbris","i-bris","sim"
"726","pl2.26","Não","Não","lilasinhov","voador","Flury","flu-ri","sim"
"727","pl2.27","Não","Não","lilasinhov","voador","Geloriposa","Ze-lo-ri-'po-za","sim"
"728","pl2.28","Não","Não","lilasinhov","voador","Lilelulix","li-le-'lu-liS","sim"
"729","pl2.29","Não","Não","lilasinhov","voador","Volvix","vow-viS","sim"
"730","pl2.30","Não","Não","lilasinhov","voador","Shaobad","Sa-o-'ba-di","nao"
"731","pl2.1","Não","Não","branquinhov","voador","Latisse","la-'ti-se","sim"
"732","pl2.2","Não","Não","branquinhov","voador","Asas","a-zas","nao"
"733","pl2.3","Não","Não","branquinhov","voador","ruttletle","hu-'tle-tle","nao"
"734","pl2.4","Não","Não","branquinhov","voador","Ancuga","~a-'ku-ga","sim"
"735","pl2.5","Não","Não","branquinhov","voador","Clarintor","kla-r~i-'toR","nao"
"736","pl2.6","Não","Não","branquinhov","voador","Vek","ve-ki","nao"
"737","pl2.7","Não","Não","branquinhov","voador","Braiver","braj-'veR","sim"
"738","pl2.8","Não","Não","branquinhov","voador","Carinzido","ka-r~i-'zi-do","sim"
"739","pl2.9","Não","Não","branquinhov","voador","Filux","fi-luS","sim"
"740","pl2.10","Não","Não","branquinhov","voador","Anteroth","~a-te-'ro-th","nao"
"741","pl2.11","Não","Não","branquinhov","voador","blacknose","bla-ki-'no-ze","nao"
"742","pl2.12","Não","Não","branquinhov","voador","rafo","ha-fo","sim"
"743","pl2.13","Não","Não","branquinhov","voador","Noqueturne","no-ke-'tuR-ne","sim"
"744","pl2.14","Não","Não","branquinhov","voador","Flarv","flaR-v","nao"
"745","pl2.15","Não","Não","branquinhov","voador","Merichyo","me-'ri-Sio","sim"
"746","pl2.16","Não","Não","branquinhov","voador","Paxtessi","pas-te-'si","nao"
"747","pl2.17","Não","Não","branquinhov","voador","volus","vo-'lus","sim"
"748","pl2.18","Não","Não","branquinhov","voador","Lafuji","la-fu-'Zi","sim"
"749","pl2.19","Não","Não","branquinhov","voador","Hazzy","a-zi","nao"
"750","pl2.20","Não","Não","branquinhov","voador","Aeroggon","a-e-'ro-g~o","nao"
"751","pl2.21","Não","Não","branquinhov","voador","Rugado","hu-'ga-do","sim"
"752","pl2.22","Não","Não","branquinhov","voador","N","n","nao"
"753","pl2.23","Não","Não","branquinhov","voador","Jabá","Za-'ba","nao"
"754","pl2.24","Não","Não","branquinhov","voador","Óscar","os-kaR","nao"
"755","pl2.25","Não","Não","branquinhov","voador","Brapí","bra-'pi","sim"
"756","pl2.26","Não","Não","branquinhov","voador","Miriato","mi-ri-'a-to","sim"
"757","pl2.27","Não","Não","branquinhov","voador","Bicudope","bi-ku-'do-pe","nao"
"758","pl2.28","Não","Não","branquinhov","voador","Asante","a-'z~a-te","nao"
"759","pl2.29","Não","Não","branquinhov","voador","Minivô","mi-ni-'vo","nao"
"760","pl2.30","Não","Não","branquinhov","voador","Brombett","br~o-'be-ti","nao"
"761","pl2.1","Não","Não","laranjinhav","voador","Birange","bi-'r~a-Ze","sim"
"762","pl2.2","Não","Não","laranjinhav","voador","Pintinho","p~i-'ti-No","nao"
"763","pl2.3","Não","Não","laranjinhav","voador","angry bierds","~a-gri bi-'eR-dis","nao"
"764","pl2.4","Não","Não","laranjinhav","voador","Puvalu","pu-va-'lu","sim"
"765","pl2.5","Não","Não","laranjinhav","voador","Tuttidove","tu-ti-'do-ve","nao"
"766","pl2.6","Não","Não","laranjinhav","voador","Rebzus","he-bi-'zus","nao"
"767","pl2.7","Não","Não","laranjinhav","voador","Titito","ti-'ti-to","sim"
"768","pl2.8","Não","Não","laranjinhav","voador","Zarpori","zaR-po-'ri","sim"
"769","pl2.9","Não","Não","laranjinhav","voador","Rellibi","he-li-'bi","nao"
"770","pl2.10","Não","Não","laranjinhav","voador","Tinteot","t~i-te-'o-ti","nao"
"771","pl2.11","Não","Não","laranjinhav","voador","curicutis","ku-ri-ku-'tis","sim"
"772","pl2.12","Não","Não","laranjinhav","voador","tala","ta-la","sim"
"773","pl2.13","Não","Não","laranjinhav","voador","Graves","gra-ves","nao"
"774","pl2.14","Não","Não","laranjinhav","voador","Littlefly","li-'tle-fli","nao"
"775","pl2.15","Não","Não","laranjinhav","voador","Fricko","fri-ko","nao"
"776","pl2.16","Não","Não","laranjinhav","voador","Xuitui","Suj-'tuj","sim"
"777","pl2.17","Não","Não","laranjinhav","voador","vitin","vi-'t~i","sim"
"778","pl2.18","Não","Não","laranjinhav","voador","Cotrue","ko-'tru-e","sim"
"779","pl2.19","Não","Não","laranjinhav","voador","Rexvelox","hes-'ve-loS","nao"
"780","pl2.20","Não","Não","laranjinhav","voador","Aegye","a-'e-Zie","nao"
"781","pl2.21","Não","Não","laranjinhav","voador","Glucoc","glu-'ko-c","nao"
"782","pl2.22","Não","Não","laranjinhav","voador","Gogo","go-go","sim"
"783","pl2.23","Não","Não","laranjinhav","voador","Nicho","ni-So","nao"
"784","pl2.24","Não","Não","laranjinhav","voador","Águia vermelha","a-gia veR-'me-La","nao"
"785","pl2.25","Não","Não","laranjinhav","voador","Anúbio","a-'nu-bio","nao"
"786","pl2.26","Não","Não","laranjinhav","voador","Perdacil","peR-da-'siw","sim"
"787","pl2.27","Não","Não","laranjinhav","voador","Galinhoxoranja","ga-li-No-So-'r~a-Za","nao"
"788","pl2.28","Não","Não","laranjinhav","voador","Ravenio","ha-ve-'nio","sim"
"789","pl2.29","Não","Não","laranjinhav","voador","Príniko","pri-ni-ko","sim"
"790","pl2.30","Não","Não","laranjinhav","voador","Gingrenn","Z~i-gr~e","nao"
"791","pl2.1","Não","Não","ursinhonv","evil","Wolftine","wow-fi-'ti-ne","nao"
"792","pl2.2","Não","Não","ursinhonv","evil","Gorfo","goR-fo","sim"
"793","pl2.3","Não","Não","ursinhonv","evil","gigante das neves","Zi-'g~a-te das 'ne-ves","nao"
"794","pl2.4","Não","Não","ursinhonv","evil","Uruloco","u-ru-'lo-ko","sim"
"795","pl2.5","Não","Não","ursinhonv","evil","Lobbear","lo-be-'aR","nao"
"796","pl2.6","Não","Não","ursinhonv","evil","Nabe","na-be","sim"
"797","pl2.7","Não","Não","ursinhonv","evil","Linobu","li-no-'bu","sim"
"798","pl2.8","Não","Não","ursinhonv","evil","Jobursi","Zo-buR-'si","nao"
"799","pl2.9","Não","Não","ursinhonv","evil","Uzir","u-'ziR","sim"
"800","pl2.10","Não","Não","ursinhonv","evil","Wolfoo","wow-'fo-o","nao"
"801","pl2.11","Não","Não","ursinhonv","evil","bear dark","be-'aR 'daR-ki","nao"
"802","pl2.12","Não","Não","ursinhonv","evil","aquogo","a-'qu-ogo","sim"
"803","pl2.13","Não","Não","ursinhonv","evil","Geiros","Zej-ros","sim"
"804","pl2.14","Não","Não","ursinhonv","evil","Xohaz","Soas","nao"
"805","pl2.15","Não","Não","ursinhonv","evil","Snorkel","snoR-'kew","nao"
"806","pl2.16","Não","Não","ursinhonv","evil","Huzu","u-'zu","sim"
"807","pl2.17","Não","Não","ursinhonv","evil","lemus","le-'mus","sim"
"808","pl2.18","Não","Não","ursinhonv","evil","Motove","mo-'to-ve","sim"
"809","pl2.19","Não","Não","ursinhonv","evil","Poolbut","po-ow-'bu-ti","nao"
"810","pl2.20","Não","Não","ursinhonv","evil","Otterius","o-te-'riws","nao"
"811","pl2.21","Não","Não","ursinhonv","evil","Montarel","m~o-ta-'rew","sim"
"812","pl2.22","Não","Não","ursinhonv","evil","Loocool","lo-o-ko-'ow","nao"
"813","pl2.23","Não","Não","ursinhonv","evil","Bubá","bu-'ba","sim"
"814","pl2.24","Não","Não","ursinhonv","evil","Durg","duR-gi","nao"
"815","pl2.25","Não","Não","ursinhonv","evil","Mondûr","m~o-'d√ªR","sim"
"816","pl2.26","Não","Não","ursinhonv","evil","Rufalu","hu-fa-'lu","sim"
"817","pl2.27","Não","Não","ursinhonv","evil","Urlobo","uR-'lo-bo","nao"
"818","pl2.28","Não","Não","ursinhonv","evil","Ursenio","uR-se-'nio","nao"
"819","pl2.29","Não","Não","ursinhonv","evil","Usgat","us-'ga-ti","nao"
"820","pl2.30","Não","Não","ursinhonv","evil","Bauhaous","bawa-'ows","nao"
"821","pl2.1","Não","Não","cobrinhanv","evil","Ronake","ho-'na-ke","sim"
"822","pl2.2","Não","Não","cobrinhanv","evil","Naja","na-Za","nao"
"823","pl2.3","Não","Não","cobrinhanv","evil","cobrícia","ko-'bri-sia","nao"
"824","pl2.4","Não","Não","cobrinhanv","evil","Sulipe","su-'li-pe","sim"
"825","pl2.5","Não","Não","cobrinhanv","evil","Egyptor","e-Zipi-'toR","nao"
"826","pl2.6","Não","Não","cobrinhanv","evil","Rihnoss","hihno-s","nao"
"827","pl2.7","Não","Não","cobrinhanv","evil","Vibera","vi-'be-ra","nao"
"828","pl2.8","Não","Não","cobrinhanv","evil","Clena","kle-na","sim"
"829","pl2.9","Não","Não","cobrinhanv","evil","Truch","tru-S","nao"
"830","pl2.10","Não","Não","cobrinhanv","evil","Coebrea","ko-e-'bre-a","nao"
"831","pl2.11","Não","Não","cobrinhanv","evil","vibórea","vi-'bo-re-a","nao"
"832","pl2.12","Não","Não","cobrinhanv","evil","caral","ka-'raw","sim"
"833","pl2.13","Não","Não","cobrinhanv","evil","Venoque","ve-'no-ke","sim"
"834","pl2.14","Não","Não","cobrinhanv","evil","Veneska","ve-'nes-ka","nao"
"835","pl2.15","Não","Não","cobrinhanv","evil","Viper","vi-'peR","sim"
"836","pl2.16","Não","Não","cobrinhanv","evil","Cheykilun","Sejki-'l~u","nao"
"837","pl2.17","Não","Não","cobrinhanv","evil","reidracon","hej-'dra-k~o","sim"
"838","pl2.18","Não","Não","cobrinhanv","evil","Axarra","a-'Sa-ha","sim"
"839","pl2.19","Não","Não","cobrinhanv","evil","Brothix","bro-tiS","nao"
"840","pl2.20","Não","Não","cobrinhanv","evil","Snnaria","sna-'ria","nao"
"841","pl2.21","Não","Não","cobrinhanv","evil","Codre","ko-dre","sim"
"842","pl2.22","Não","Não","cobrinhanv","evil","Cobrila","ko-'bri-la","nao"
"843","pl2.23","Não","Não","cobrinhanv","evil","Dimbo","d~i-bo","sim"
"844","pl2.24","Não","Não","cobrinhanv","evil","Cascavel Platinum","kas-ka-'vew pla-ti-'n~u","nao"
"845","pl2.25","Não","Não","cobrinhanv","evil","Spinx","is-'p~i-S","nao"
"846","pl2.26","Não","Não","cobrinhanv","evil","Cidrac","si-'dra-c","nao"
"847","pl2.27","Não","Não","cobrinhanv","evil","Cascalhel","kas-ka-'Lew","nao"
"848","pl2.28","Não","Não","cobrinhanv","evil","Viporar","vi-po-'raR","nao"
"849","pl2.29","Não","Não","cobrinhanv","evil","Mobirix","mo-'bi-riS","sim"
"850","pl2.30","Não","Não","cobrinhanv","evil","Beterus","be-te-'rus","sim"
"851","pl2.1","Não","Não","louquinhonv","evil","Neon","ne-~o","nao"
"852","pl2.2","Não","Não","louquinhonv","evil","Tecno","'te-ki-no","nao"
"853","pl2.3","Não","Não","louquinhonv","evil","energia solar","e-neR-'Zia so-'laR","nao"
"854","pl2.4","Não","Não","louquinhonv","evil","Dimonogua","di-mo-no-'gwa","sim"
"855","pl2.5","Não","Não","louquinhonv","evil","Ciberton","si-'beR-t~o","nao"
"856","pl2.6","Não","Não","louquinhonv","evil","Libeyel","li-'bejew","sim"
"857","pl2.7","Não","Não","louquinhonv","evil","Sharion","Sa-'ri-~o","sim"
"858","pl2.8","Não","Não","louquinhonv","evil","Sababelo","sa-ba-'be-lo","sim"
"859","pl2.9","Não","Não","louquinhonv","evil","Loop","lo-'o-pi","nao"
"860","pl2.10","Não","Não","louquinhonv","evil","Krunko","kr~u-ko","sim"
"861","pl2.11","Não","Não","louquinhonv","evil","belly black","be-li 'bla-ki","nao"
"862","pl2.12","Não","Não","louquinhonv","evil","asto","as-to","sim"
"863","pl2.13","Não","Não","louquinhonv","evil","Bauros","baw-ros","sim"
"864","pl2.14","Não","Não","louquinhonv","evil","Suprab","su-'pra-bi","nao"
"865","pl2.15","Não","Não","louquinhonv","evil","Antaryo","~a-'ta-rio","sim"
"866","pl2.16","Não","Não","louquinhonv","evil","Prugry","pru-gri","sim"
"867","pl2.17","Não","Não","louquinhonv","evil","guites","gi-tes","sim"
"868","pl2.18","Não","Não","louquinhonv","evil","Jutelo","Zu-'te-lo","sim"
"869","pl2.19","Não","Não","louquinhonv","evil","Velx","vew-S","nao"
"870","pl2.20","Não","Não","louquinhonv","evil","Glerice","gle-'ri-se","sim"
"871","pl2.21","Não","Não","louquinhonv","evil","Vicvortex","vi-ki-'voR-teS","nao"
"872","pl2.22","Não","Não","louquinhonv","evil","N","n","nao"
"873","pl2.23","Não","Não","louquinhonv","evil","Bimbu","b~i-'bu","sim"
"874","pl2.24","Não","Não","louquinhonv","evil","Scar","saR","nao"
"875","pl2.25","Não","Não","louquinhonv","evil","Snoráti","sno-'ra-ti","nao"
"876","pl2.26","Não","Não","louquinhonv","evil","Magton","'ma-gi-t~o","sim"
"877","pl2.27","Não","Não","louquinhonv","evil","Bipirede","bi-pi-'re-de","nao"
"878","pl2.28","Não","Não","louquinhonv","evil","Sifante","si-'f~a-te","sim"
"879","pl2.29","Não","Não","louquinhonv","evil","Bromoforme","bro-mo-'foR-me","sim"
"880","pl2.30","Não","Não","louquinhonv","evil","Lasik","la-'zi-ki","nao"
"881","pl2.1","Não","Não","canhaozinhonv","evil","Rock fire","ho-ki 'fi-re","nao"
"882","pl2.2","Não","Não","canhaozinhonv","evil","Turbo","tuR-bo","nao"
"883","pl2.3","Não","Não","canhaozinhonv","evil","foguito","fo-'gi-to","nao"
"884","pl2.4","Não","Não","canhaozinhonv","evil","Nofisco","no-'fis-ko","sim"
"885","pl2.5","Não","Não","canhaozinhonv","evil","Firerton","fi-'reR-t~o","nao"
"886","pl2.6","Não","Não","canhaozinhonv","evil","Cannef","ka-'ne-fi","nao"
"887","pl2.7","Não","Não","canhaozinhonv","evil","Petruno","pe-'tru-no","nao"
"888","pl2.8","Não","Não","canhaozinhonv","evil","Monssotre","m~o-'so-tre","sim"
"889","pl2.9","Não","Não","canhaozinhonv","evil","Dexto","des-to","sim"
"890","pl2.10","Não","Não","canhaozinhonv","evil","Tailfyat","tajw-'fia-ti","nao"
"891","pl2.11","Não","Não","canhaozinhonv","evil","fireball","fi-re-'baw","nao"
"892","pl2.12","Não","Não","canhaozinhonv","evil","fido","fi-do","sim"
"893","pl2.13","Não","Não","canhaozinhonv","evil","Telava","te-'la-va","sim"
"894","pl2.14","Não","Não","canhaozinhonv","evil","Shoy","Soj","sim"
"895","pl2.15","Não","Não","canhaozinhonv","evil","Ronaski","ho-nas-'ki","nao"
"896","pl2.16","Não","Não","canhaozinhonv","evil","Tylhutu","tiLu-'tu","nao"
"897","pl2.17","Não","Não","canhaozinhonv","evil","taleveco","ta-le-'ve-ko","sim"
"898","pl2.18","Não","Não","canhaozinhonv","evil","Kaluve","ka-'lu-ve","sim"
"899","pl2.19","Não","Não","canhaozinhonv","evil","Boom","bo-~o","nao"
"900","pl2.20","Não","Não","canhaozinhonv","evil","Flaerhyno","fla-'e-r~io","nao"
"901","pl2.21","Não","Não","canhaozinhonv","evil","Chamabomba","Sa-ma-'b~o-ba","nao"
"902","pl2.22","Não","Não","canhaozinhonv","evil","Onbrolou","~o-bro-'low","sim"
"903","pl2.23","Não","Não","canhaozinhonv","evil","Fobal","fo-'baw","sim"
"904","pl2.24","Não","Não","canhaozinhonv","evil","FireBoy","fi-'re-boj","nao"
"905","pl2.25","Não","Não","canhaozinhonv","evil","Cadêncio","ka-'d~e-sio","nao"
"906","pl2.26","Não","Não","canhaozinhonv","evil","Tamacon","ta-'ma-k~o","sim"
"907","pl2.27","Não","Não","canhaozinhonv","evil","Canhãobeça","ka-'N~aw-be-sa","nao"
"908","pl2.28","Não","Não","canhaozinhonv","evil","Canhante","ka-'N~a-te","nao"
"909","pl2.29","Não","Não","canhaozinhonv","evil","Arsossauro","aR-so-'saw-ro","nao"
"910","pl2.30","Não","Não","canhaozinhonv","evil","Berrigor","be-hi-'goR","sim"
"911","pl2.1","Não","Não","lobinhonv","evil","Yenis","ie-'nis","sim"
"912","pl2.2","Não","Não","lobinhonv","evil","Leonardo","le-o-'naR-do","nao"
"913","pl2.3","Não","Não","lobinhonv","evil","lua cheia","lu-a 'Sej-a","nao"
"914","pl2.4","Não","Não","lobinhonv","evil","Cantugue","k~a-'tu-ge","sim"
"915","pl2.5","Não","Não","lobinhonv","evil","Hiencan","i-'~e-k~a","nao"
"916","pl2.6","Não","Não","lobinhonv","evil","Woz","wos","nao"
"917","pl2.7","Não","Não","lobinhonv","evil","Espairer","es-paj-'reR","sim"
"918","pl2.8","Não","Não","lobinhonv","evil","Labamio","la-ba-'mio","sim"
"919","pl2.9","Não","Não","lobinhonv","evil","Blogyh","blo-Zih","nao"
"920","pl2.10","Não","Não","lobinhonv","evil","Wolpheot","wow-fe-'o-ti","nao"
"921","pl2.11","Não","Não","lobinhonv","evil","caninnis","ka-ni-'nis","nao"
"922","pl2.12","Não","Não","lobinhonv","evil","chotu","So-'tu","sim"
"923","pl2.13","Não","Não","lobinhonv","evil","Lucio","lu-'sio","nao"
"924","pl2.14","Não","Não","lobinhonv","evil","Wartup","waR-'tu-pi","nao"
"925","pl2.15","Não","Não","lobinhonv","evil","Phonteon","f~o-'te-~o","nao"
"926","pl2.16","Não","Não","lobinhonv","evil","Waxile","wa-'Si-le","nao"
"927","pl2.17","Não","Não","lobinhonv","evil","julian","Zu-'li-~a","nao"
"928","pl2.18","Não","Não","lobinhonv","evil","Tiadon","ti-'a-d~o","sim"
"929","pl2.19","Não","Não","lobinhonv","evil","Linux","li-nuS","nao"
"930","pl2.20","Não","Não","lobinhonv","evil","Higlaerion","i-gla-e-'ri-~o","sim"
"931","pl2.21","Não","Não","lobinhonv","evil","Estáteletrico","es-'ta-te-le-tri-ko","nao"
"932","pl2.22","Não","Não","lobinhonv","evil","Camlu","k~a-'lu","nao"
"933","pl2.23","Não","Não","lobinhonv","evil","Cavo","ka-vo","sim"
"934","pl2.24","Não","Não","lobinhonv","evil","Ruskin","hus-'k~i","sim"
"935","pl2.25","Não","Não","lobinhonv","evil","Mugaxu","mu-ga-'Su","sim"
"936","pl2.26","Não","Não","lobinhonv","evil","Genan","Ze-n~a","sim"
"937","pl2.27","Não","Não","lobinhonv","evil","Hienmau","i-~e-'maw","nao"
"938","pl2.28","Não","Não","lobinhonv","evil","Melene","me-'le-ne","sim"
"939","pl2.29","Não","Não","lobinhonv","evil","Loukraken","low-'kra-k~e","sim"
"940","pl2.30","Não","Não","lobinhonv","evil","Lilse","liw-se","sim"
"941","pl2.1","Não","Não","franjinhav","voador","Batluma","ba-'tlu-ma","sim"
"942","pl2.2","Não","Não","franjinhav","voador","Cabeleira","ka-be-'lej-ra","nao"
"943","pl2.3","Não","Não","franjinhav","voador","floco de neve","flo-ko de 'ne-ve","nao"
"944","pl2.4","Não","Não","franjinhav","voador","Gonce","g~o-se","sim"
"945","pl2.5","Não","Não","franjinhav","voador","Morceton","moR-'se-t~o","nao"
"946","pl2.6","Não","Não","franjinhav","voador","Inav","i-'na-v","nao"
"947","pl2.7","Não","Não","franjinhav","voador","Saipur","saj-'puR","sim"
"948","pl2.8","Não","Não","franjinhav","voador","Capelo","ka-'pe-lo","nao"
"949","pl2.9","Não","Não","franjinhav","voador","Billy","bi-li","nao"
"950","pl2.10","Não","Não","franjinhav","voador","Zulpon","zuw-p~o","sim"
"951","pl2.11","Não","Não","franjinhav","voador","bat blind","ba-ti 'bl~i-di","nao"
"952","pl2.12","Não","Não","franjinhav","voador","vuco","vu-ko","sim"
"953","pl2.13","Não","Não","franjinhav","voador","Monaque","mo-'na-ke","sim"
"954","pl2.14","Não","Não","franjinhav","voador","Tyfe","tife","sim"
"955","pl2.15","Não","Não","franjinhav","voador","Flubat","flu-'ba-ti","nao"
"956","pl2.16","Não","Não","franjinhav","voador","Guepento","ge-'p~e-to","sim"
"957","pl2.17","Não","Não","franjinhav","voador","sopru","so-'pru","nao"
"958","pl2.18","Não","Não","franjinhav","voador","Clesven","kles-v~e","sim"
"959","pl2.19","Não","Não","franjinhav","voador","Lyxaz","liSas","nao"
"960","pl2.20","Não","Não","franjinhav","voador","Einsbat","e-~is-'ba-ti","nao"
"961","pl2.21","Não","Não","franjinhav","voador","Feifei","fej-'fej","sim"
"962","pl2.22","Não","Não","franjinhav","voador","Vavalavo","va-va-'la-vo","sim"
"963","pl2.23","Não","Não","franjinhav","voador","Prebe","pre-be","sim"
"964","pl2.24","Não","Não","franjinhav","voador","Ovelha","o-'ve-La","nao"
"965","pl2.25","Não","Não","franjinhav","voador","Batrari","ba-tra-'ri","sim"
"966","pl2.26","Não","Não","franjinhav","voador","Ataman","a-'ta-m~a","sim"
"967","pl2.27","Não","Não","franjinhav","voador","Morcemo","moR-'se-mo","nao"
"968","pl2.28","Não","Não","franjinhav","voador","Altavista","aw-ta-'vis-ta","nao"
"969","pl2.29","Não","Não","franjinhav","voador","Omorfo","o-'moR-fo","sim"
"970","pl2.30","Não","Não","franjinhav","voador","Zoroas","zo-'ro-as","sim"
"971","pl2.1","Não","Não","escurinhov","voador","Psiu","pi-'siw","nao"
"972","pl2.2","Não","Não","escurinhov","voador","Pica pau","pi-ka 'paw","nao"
"973","pl2.3","Não","Não","escurinhov","voador","corvo negro","koR-vo 'ne-gro","nao"
"974","pl2.4","Não","Não","escurinhov","voador","Topacogume","to-pa-ko-'gu-me","nao"
